uid,method,role,type,gaia_type,dual_truth,truth_source,P_true,f_true,f_true_in_grid,f_rec,P_rec,class,recovered_pre,delta_f,dphi_cycles,frac_err,T_grid_days,df,pts_per_rayleigh,n_obs,band_used,g_med_mag,r_med_mag,n_epochs_joint,chen_period,gaia_period,gaia_period_source
chen_f486_ZTFJ181624.38+013246.2,ftp_1band,science,RRab,RRab,True,chen,0.4520293,2.212245976090488,True,2.212309718969555,0.45201627576168585,exact,True,6.374287906707465e-05,0.1741870788531005,2.881364900467441e-05,2732.651574614458,7.318501170960187e-05,5.000271577589548,1007,r,15.0327234,14.0465736,1444,0.4520293,0.45200840109402585,gaia_dr3_pf
chen_f486_ZTFJ181624.38+013246.2,mbls_h1,science,RRab,RRab,True,chen,0.4520293,2.212245976090488,True,2.212309718969555,0.45201627576168585,exact,True,6.374287906707465e-05,0.1741870788531005,2.881364900467441e-05,2732.651574614458,7.318501170960187e-05,4.974713116145368,1444,g+r,15.0327234,14.0465736,1444,0.4520293,0.45200840109402585,gaia_dr3_pf
chen_f486_ZTFJ181624.38+013246.2,mhls_h8,science,RRab,RRab,True,chen,0.4520293,2.212245976090488,True,2.212309718969555,0.45201627576168585,exact,True,6.374287906707465e-05,0.1741870788531005,2.881364900467441e-05,2732.651574614458,7.318501170960187e-05,4.974713116145368,1444,g+r,15.0327234,14.0465736,1444,0.4520293,0.45200840109402585,gaia_dr3_pf
chen_f486_ZTFJ181624.38+013246.2,ce,science,RRab,RRab,True,chen,0.4520293,2.212245976090488,True,2.212309718969555,0.45201627576168585,exact,True,6.374287906707465e-05,0.1741870788531005,2.881364900467441e-05,2732.651574614458,7.318501170960187e-05,4.974713116145368,1444,g+r,15.0327234,14.0465736,1444,0.4520293,0.45200840109402585,gaia_dr3_pf
chen_f486_ZTFJ181624.38+013246.2,ftp_mb,science,RRab,RRab,True,chen,0.4520293,2.212245976090488,True,2.212309718969555,0.45201627576168585,exact,True,6.374287906707465e-05,0.1741870788531005,2.881364900467441e-05,2732.651574614458,7.318501170960187e-05,4.974713116145368,1444,g+r,15.0327234,14.0465736,1444,0.4520293,0.45200840109402585,gaia_dr3_pf
chen_f486_ZTFJ181645.21+075749.8,gls_1band,science,RRc,RRc,False,chen,0.2816771,3.550164354858808,True,3.5502034292356877,0.2816739997953545,exact,True,3.907437687944437e-05,0.1075566856821951,1.100635716370894e-05,2752.614226300735,7.265329845975008e-05,5.000337449573372,1032,r,15.4105711,14.9321704,1511,0.2816771,0.2816739716224126,gaia_dr3_p1_o
chen_f486_ZTFJ181645.21+075749.8,ftp_1band,science,RRc,RRc,False,chen,0.2816771,3.550164354858808,True,3.5502034292356877,0.2816739997953545,exact,True,3.907437687944437e-05,0.1075566856821951,1.100635716370894e-05,2752.614226300735,7.265329845975008e-05,5.000337449573372,1032,r,15.4105711,14.9321704,1511,0.2816771,0.2816739716224126,gaia_dr3_p1_o
chen_f486_ZTFJ181645.21+075749.8,mbls_h1,science,RRc,RRc,False,chen,0.2816771,3.550164354858808,True,3.5502034292356877,0.2816739997953545,exact,True,3.907437687944437e-05,0.1075566856821951,1.100635716370894e-05,2752.614226300735,7.265329845975008e-05,4.9785814039672776,1511,g+r,15.4105711,14.9321704,1511,0.2816771,0.2816739716224126,gaia_dr3_p1_o
chen_f486_ZTFJ181645.21+075749.8,mhls_h8,science,RRc,RRc,False,chen,0.2816771,3.550164354858808,True,3.5502034292356877,0.2816739997953545,exact,True,3.907437687944437e-05,0.1075566856821951,1.100635716370894e-05,2752.614226300735,7.265329845975008e-05,4.9785814039672776,1511,g+r,15.4105711,14.9321704,1511,0.2816771,0.2816739716224126,gaia_dr3_p1_o
chen_f486_ZTFJ181645.21+075749.8,ce,science,RRc,RRc,False,chen,0.2816771,3.550164354858808,True,3.5502034292356877,0.2816739997953545,exact,True,3.907437687944437e-05,0.1075566856821951,1.100635716370894e-05,2752.614226300735,7.265329845975008e-05,4.9785814039672776,1511,g+r,15.4105711,14.9321704,1511,0.2816771,0.2816739716224126,gaia_dr3_p1_o
chen_f486_ZTFJ181645.21+075749.8,ftp_mb,science,RRc,RRc,False,chen,0.2816771,3.550164354858808,True,3.5502034292356877,0.2816739997953545,exact,True,3.907437687944437e-05,0.1075566856821951,1.100635716370894e-05,2752.614226300735,7.265329845975008e-05,4.9785814039672776,1511,g+r,15.4105711,14.9321704,1511,0.2816771,0.2816739716224126,gaia_dr3_p1_o
chen_f486_ZTFJ181815.87+075007.7,gls_1band,science,RRc,RRc,False,chen,0.3360044,2.97615150277794,True,2.9762423714036617,0.3359941413401684,exact,True,9.086862572171839e-05,0.2501262778829931,3.053225806445055e-05,2752.6142922970466,7.265329845975008e-05,5.0003373296859515,1023,r,14.8891697,14.5304213,1502,0.3360044,0.33611129606766543,gaia_dr3_p1_o
chen_f486_ZTFJ181815.87+075007.7,ftp_1band,science,RRc,RRc,False,chen,0.3360044,2.97615150277794,True,2.9762423714036617,0.3359941413401684,exact,True,9.086862572171839e-05,0.2501262778829931,3.053225806445055e-05,2752.6142922970466,7.265329845975008e-05,5.0003373296859515,1023,r,14.8891697,14.5304213,1502,0.3360044,0.33611129606766543,gaia_dr3_p1_o
chen_f486_ZTFJ181815.87+075007.7,mbls_h1,science,RRc,RRc,False,chen,0.3360044,2.97615150277794,True,2.9762423714036617,0.3359941413401684,exact,True,9.086862572171839e-05,0.2501262778829931,3.053225806445055e-05,2752.6142922970466,7.265329845975008e-05,4.978581280868464,1502,g+r,14.8891697,14.5304213,1502,0.3360044,0.33611129606766543,gaia_dr3_p1_o
chen_f486_ZTFJ181815.87+075007.7,mhls_h8,science,RRc,RRc,False,chen,0.3360044,2.97615150277794,True,2.9762423714036617,0.3359941413401684,exact,True,9.086862572171839e-05,0.2501262778829931,3.053225806445055e-05,2752.6142922970466,7.265329845975008e-05,4.978581280868464,1502,g+r,14.8891697,14.5304213,1502,0.3360044,0.33611129606766543,gaia_dr3_p1_o
chen_f486_ZTFJ181815.87+075007.7,ce,science,RRc,RRc,False,chen,0.3360044,2.97615150277794,True,2.9762423714036617,0.3359941413401684,exact,True,9.086862572171839e-05,0.2501262778829931,3.053225806445055e-05,2752.6142922970466,7.265329845975008e-05,4.978581280868464,1502,g+r,14.8891697,14.5304213,1502,0.3360044,0.33611129606766543,gaia_dr3_p1_o
chen_f486_ZTFJ181815.87+075007.7,ftp_mb,science,RRc,RRc,False,chen,0.3360044,2.97615150277794,True,2.9762423714036617,0.3359941413401684,exact,True,9.086862572171839e-05,0.2501262778829931,3.053225806445055e-05,2752.6142922970466,7.265329845975008e-05,4.978581280868464,1502,g+r,14.8891697,14.5304213,1502,0.3360044,0.33611129606766543,gaia_dr3_p1_o
chen_f486_ZTFJ181921.70+032211.3,gls_1band,science,RRc,RRc,True,chen,0.3617904,2.7640313286366913,True,2.7652571926765477,0.36163001497595965,miss,False,0.0012258640398563614,3.3743307402153433,0.0004435058413252489,2752.6141811050475,7.265329845975008e-05,5.000337531674849,1003,r,14.399415,13.94913005,1468,0.3617904,0.36161719724716124,gaia_dr3_p1_o
chen_f486_ZTFJ181921.70+032211.3,ftp_1band,science,RRc,RRc,True,chen,0.3617904,2.7640313286366913,True,2.7652571926765477,0.36163001497595965,miss,False,0.0012258640398563614,3.3743307402153433,0.0004435058413252489,2752.6141811050475,7.265329845975008e-05,5.000337531674849,1003,r,14.399415,13.94913005,1468,0.3617904,0.36161719724716124,gaia_dr3_p1_o
chen_f486_ZTFJ181921.70+032211.3,mbls_h1,science,RRc,RRc,True,chen,0.3617904,2.7640313286366913,True,2.7653298459750073,0.36162051389837635,miss,False,0.0012985173383159854,3.574317239859362,0.0004697911072362757,2752.6141811050475,7.265329845975008e-05,4.9785814003186815,1468,g+r,14.399415,13.94913005,1468,0.3617904,0.36161719724716124,gaia_dr3_p1_o
chen_f486_ZTFJ181921.70+032211.3,mhls_h8,science,RRc,RRc,True,chen,0.3617904,2.7640313286366913,True,1.3826649229875037,0.7232410277967527,miss,False,1.3813664056491877,3802.3687574920614,0.49976510444638184,2752.6141811050475,7.265329845975008e-05,4.9785814003186815,1468,g+r,14.399415,13.94913005,1468,0.3617904,0.36161719724716124,gaia_dr3_p1_o
chen_f486_ZTFJ181921.70+032211.3,ce,science,RRc,RRc,True,chen,0.3617904,2.7640313286366913,True,2.7652571926765477,0.36163001497595965,miss,False,0.0012258640398563614,3.3743307402153433,0.0004435058413252489,2752.6141811050475,7.265329845975008e-05,4.9785814003186815,1468,g+r,14.399415,13.94913005,1468,0.3617904,0.36161719724716124,gaia_dr3_p1_o
chen_f486_ZTFJ181921.70+032211.3,ftp_mb,science,RRc,RRc,True,chen,0.3617904,2.7640313286366913,True,2.7653298459750073,0.36162051389837635,miss,False,0.0012985173383159854,3.574317239859362,0.0004697911072362757,2752.6141811050475,7.265329845975008e-05,4.9785814003186815,1468,g+r,14.399415,13.94913005,1468,0.3617904,0.36161719724716124,gaia_dr3_p1_o
chen_f486_ZTFJ182202.62+020906.8,gls_1band,science,RRc,RRc,False,chen,0.2261538,4.421769609884954,True,4.4217523975588495,0.2261546803371617,exact,True,1.7212326104854014e-05,0.04737889441369503,3.892632955451934e-06,2752.6142675355077,7.265329845975008e-05,5.0003373746672075,1025,r,15.7006879,14.8433218,1481,0.2261538,0.22615348097705487,gaia_dr3_p1_o
chen_f486_ZTFJ182202.62+020906.8,ftp_1band,science,RRc,RRc,False,chen,0.2261538,4.421769609884954,True,4.4217523975588495,0.2261546803371617,exact,True,1.7212326104854014e-05,0.04737889441369503,3.892632955451934e-06,2752.6142675355077,7.265329845975008e-05,5.0003373746672075,1025,r,15.7006879,14.8433218,1481,0.2261538,0.22615348097705487,gaia_dr3_p1_o
chen_f486_ZTFJ182202.62+020906.8,mbls_h1,science,RRc,RRc,False,chen,0.2261538,4.421769609884954,True,4.4217523975588495,0.2261546803371617,exact,True,1.7212326104854014e-05,0.04737889441369503,3.892632955451934e-06,2752.6142675355077,7.265329845975008e-05,4.978581222067457,1481,g+r,15.7006879,14.8433218,1481,0.2261538,0.22615348097705487,gaia_dr3_p1_o
chen_f486_ZTFJ182202.62+020906.8,mhls_h8,science,RRc,RRc,False,chen,0.2261538,4.421769609884954,True,1.4739174658529497,0.6784640410114852,miss,False,2.9478521440320047,8114.2998702476325,0.6666679642109852,2752.6142675355077,7.265329845975008e-05,4.978581222067457,1481,g+r,15.7006879,14.8433218,1481,0.2261538,0.22615348097705487,gaia_dr3_p1_o
chen_f486_ZTFJ182202.62+020906.8,ce,science,RRc,RRc,False,chen,0.2261538,4.421769609884954,True,4.4217523975588495,0.2261546803371617,exact,True,1.7212326104854014e-05,0.04737889441369503,3.892632955451934e-06,2752.6142675355077,7.265329845975008e-05,4.978581222067457,1481,g+r,15.7006879,14.8433218,1481,0.2261538,0.22615348097705487,gaia_dr3_p1_o
chen_f486_ZTFJ182202.62+020906.8,ftp_mb,science,RRc,RRc,False,chen,0.2261538,4.421769609884954,True,4.4217523975588495,0.2261546803371617,exact,True,1.7212326104854014e-05,0.04737889441369503,3.892632955451934e-06,2752.6142675355077,7.265329845975008e-05,4.978581222067457,1481,g+r,15.7006879,14.8433218,1481,0.2261538,0.22615348097705487,gaia_dr3_p1_o
chen_f486_ZTFJ182236.75+061049.7,gls_1band,science,RRab,RRab,False,chen,0.4332018,2.3083929937502567,True,2.308485905260099,0.4331843645748096,exact,True,9.291150984225283e-05,0.25574956320467973,4.024943330438164e-05,2752.6144353793934,7.265329845975008e-05,5.000337069765786,1012,r,14.98749495,14.4258866,1490,0.4332018,0.4331829102224665,gaia_dr3_pf
chen_f486_ZTFJ182236.75+061049.7,ftp_1band,science,RRab,RRab,False,chen,0.4332018,2.3083929937502567,True,2.308485905260099,0.4331843645748096,exact,True,9.291150984225283e-05,0.25574956320467973,4.024943330438164e-05,2752.6144353793934,7.265329845975008e-05,5.000337069765786,1012,r,14.98749495,14.4258866,1490,0.4332018,0.4331829102224665,gaia_dr3_pf
chen_f486_ZTFJ182236.75+061049.7,mbls_h1,science,RRab,RRab,False,chen,0.4332018,2.3083929937502567,True,2.308485905260099,0.4331843645748096,exact,True,9.291150984225283e-05,0.25574956320467973,4.024943330438164e-05,2752.6144353793934,7.265329845975008e-05,4.978580987668461,1490,g+r,14.98749495,14.4258866,1490,0.4332018,0.4331829102224665,gaia_dr3_pf
chen_f486_ZTFJ182236.75+061049.7,mhls_h8,science,RRab,RRab,False,chen,0.4332018,2.3083929937502567,True,2.308485905260099,0.4331843645748096,exact,True,9.291150984225283e-05,0.25574956320467973,4.024943330438164e-05,2752.6144353793934,7.265329845975008e-05,4.978580987668461,1490,g+r,14.98749495,14.4258866,1490,0.4332018,0.4331829102224665,gaia_dr3_pf
chen_f486_ZTFJ182236.75+061049.7,ce,science,RRab,RRab,False,chen,0.4332018,2.3083929937502567,True,2.308485905260099,0.4331843645748096,exact,True,9.291150984225283e-05,0.25574956320467973,4.024943330438164e-05,2752.6144353793934,7.265329845975008e-05,4.978580987668461,1490,g+r,14.98749495,14.4258866,1490,0.4332018,0.4331829102224665,gaia_dr3_pf
chen_f486_ZTFJ182236.75+061049.7,ftp_mb,science,RRab,RRab,False,chen,0.4332018,2.3083929937502567,True,2.308485905260099,0.4331843645748096,exact,True,9.291150984225283e-05,0.25574956320467973,4.024943330438164e-05,2752.6144353793934,7.265329845975008e-05,4.978580987668461,1490,g+r,14.98749495,14.4258866,1490,0.4332018,0.4331829102224665,gaia_dr3_pf
chen_f486_ZTFJ182731.82+074345.6,gls_1band,science,RRc,RRc,False,chen,0.2680869,3.730133773787529,True,3.7303109561174077,0.2680741664069804,exact,True,0.00017718232987862237,0.4877146905010658,4.750026155193725e-05,2752.6147265089676,7.265329845975008e-05,5.0003365409064475,1018,r,15.0796757,14.79862545,1497,0.2680869,0.26806642868738195,gaia_dr3_p1_o
chen_f486_ZTFJ182731.82+074345.6,ftp_1band,science,RRc,RRc,False,chen,0.2680869,3.730133773787529,True,3.7303109561174077,0.2680741664069804,exact,True,0.00017718232987862237,0.4877146905010658,4.750026155193725e-05,2752.6147265089676,7.265329845975008e-05,5.0003365409064475,1018,r,15.0796757,14.79862545,1497,0.2680869,0.26806642868738195,gaia_dr3_p1_o
chen_f486_ZTFJ182731.82+074345.6,mbls_h1,science,RRc,RRc,False,chen,0.2680869,3.730133773787529,True,3.7303109561174077,0.2680741664069804,exact,True,0.00017718232987862237,0.4877146905010658,4.750026155193725e-05,2752.6147265089676,7.265329845975008e-05,4.978580487664193,1497,g+r,15.0796757,14.79862545,1497,0.2680869,0.26806642868738195,gaia_dr3_p1_o
chen_f486_ZTFJ182731.82+074345.6,mhls_h8,science,RRc,RRc,False,chen,0.2680869,3.730133773787529,True,3.7303109561174077,0.2680741664069804,exact,True,0.00017718232987862237,0.4877146905010658,4.750026155193725e-05,2752.6147265089676,7.265329845975008e-05,4.978580487664193,1497,g+r,15.0796757,14.79862545,1497,0.2680869,0.26806642868738195,gaia_dr3_p1_o
chen_f486_ZTFJ182731.82+074345.6,ce,science,RRc,RRc,False,chen,0.2680869,3.730133773787529,True,3.7303109561174077,0.2680741664069804,exact,True,0.00017718232987862237,0.4877146905010658,4.750026155193725e-05,2752.6147265089676,7.265329845975008e-05,4.978580487664193,1497,g+r,15.0796757,14.79862545,1497,0.2680869,0.26806642868738195,gaia_dr3_p1_o
chen_f486_ZTFJ182731.82+074345.6,ftp_mb,science,RRc,RRc,False,chen,0.2680869,3.730133773787529,True,3.7303109561174077,0.2680741664069804,exact,True,0.00017718232987862237,0.4877146905010658,4.750026155193725e-05,2752.6147265089676,7.265329845975008e-05,4.978580487664193,1497,g+r,15.0796757,14.79862545,1497,0.2680869,0.26806642868738195,gaia_dr3_p1_o
chen_f486_ZTFJ182758.45+055314.9,gls_1band,science,RRc,RRc,False,chen,0.3923737,2.548590794948795,True,2.548605056669573,0.3923715043188232,exact,True,1.426172077767518e-05,0.03925702197464487,5.595924149903287e-06,2752.6146799968556,7.265329845975008e-05,5.000336625399281,991,r,14.9183483,14.5003958,1468,0.3923737,0.39237370592937454,gaia_dr3_p1_o
chen_f486_ZTFJ182758.45+055314.9,ftp_1band,science,RRc,RRc,False,chen,0.3923737,2.548590794948795,True,2.548605056669573,0.3923715043188232,exact,True,1.426172077767518e-05,0.03925702197464487,5.595924149903287e-06,2752.6146799968556,7.265329845975008e-05,5.000336625399281,991,r,14.9183483,14.5003958,1468,0.3923737,0.39237370592937454,gaia_dr3_p1_o
chen_f486_ZTFJ182758.45+055314.9,mbls_h1,science,RRc,RRc,False,chen,0.3923737,2.548590794948795,True,2.548605056669573,0.3923715043188232,exact,True,1.426172077767518e-05,0.03925702197464487,5.595924149903287e-06,2752.6146799968556,7.265329845975008e-05,4.978580536970955,1468,g+r,14.9183483,14.5003958,1468,0.3923737,0.39237370592937454,gaia_dr3_p1_o
chen_f486_ZTFJ182758.45+055314.9,mhls_h8,science,RRc,RRc,False,chen,0.3923737,2.548590794948795,True,2.548605056669573,0.3923715043188232,exact,True,1.426172077767518e-05,0.03925702197464487,5.595924149903287e-06,2752.6146799968556,7.265329845975008e-05,4.978580536970955,1468,g+r,14.9183483,14.5003958,1468,0.3923737,0.39237370592937454,gaia_dr3_p1_o
chen_f486_ZTFJ182758.45+055314.9,ce,science,RRc,RRc,False,chen,0.3923737,2.548590794948795,True,2.548605056669573,0.3923715043188232,exact,True,1.426172077767518e-05,0.03925702197464487,5.595924149903287e-06,2752.6146799968556,7.265329845975008e-05,4.978580536970955,1468,g+r,14.9183483,14.5003958,1468,0.3923737,0.39237370592937454,gaia_dr3_p1_o
chen_f486_ZTFJ182758.45+055314.9,ftp_mb,science,RRc,RRc,False,chen,0.3923737,2.548590794948795,True,2.548605056669573,0.3923715043188232,exact,True,1.426172077767518e-05,0.03925702197464487,5.595924149903287e-06,2752.6146799968556,7.265329845975008e-05,4.978580536970955,1468,g+r,14.9183483,14.5003958,1468,0.3923737,0.39237370592937454,gaia_dr3_p1_o
chen_f486_ZTFJ182802.45+054037.9,gls_1band,science,RRab,RRab,False,chen,0.5315145,1.8814162172433677,True,1.8813571636152282,0.5315311836261827,exact,True,5.905362813951598e-05,0.16255188346635155,3.1387859633760764e-05,2752.614675635472,7.265329845975008e-05,5.000336633322071,990,r,15.2781916,14.51904155,1467,0.5315145,0.5315078922067124,gaia_dr3_pf
chen_f486_ZTFJ182802.45+054037.9,ftp_1band,science,RRab,RRab,False,chen,0.5315145,1.8814162172433677,True,1.881429816913688,0.5315106580166821,exact,True,1.3599670320330048e-05,0.03743465210754465,7.228421970475066e-06,2752.614675635472,7.265329845975008e-05,5.000336633322071,990,r,15.2781916,14.51904155,1467,0.5315145,0.5315078922067124,gaia_dr3_pf
chen_f486_ZTFJ182802.45+054037.9,mbls_h1,science,RRab,RRab,False,chen,0.5315145,1.8814162172433677,True,1.8813571636152282,0.5315311836261827,exact,True,5.905362813951598e-05,0.16255188346635155,3.1387859633760764e-05,2752.614675635472,7.265329845975008e-05,4.9785805410069655,1467,g+r,15.2781916,14.51904155,1467,0.5315145,0.5315078922067124,gaia_dr3_pf
chen_f486_ZTFJ182802.45+054037.9,mhls_h8,science,RRab,RRab,False,chen,0.5315145,1.8814162172433677,True,1.881429816913688,0.5315106580166821,exact,True,1.3599670320330048e-05,0.03743465210754465,7.228421970475066e-06,2752.614675635472,7.265329845975008e-05,4.9785805410069655,1467,g+r,15.2781916,14.51904155,1467,0.5315145,0.5315078922067124,gaia_dr3_pf
chen_f486_ZTFJ182802.45+054037.9,ce,science,RRab,RRab,False,chen,0.5315145,1.8814162172433677,True,1.8813571636152282,0.5315311836261827,exact,True,5.905362813951598e-05,0.16255188346635155,3.1387859633760764e-05,2752.614675635472,7.265329845975008e-05,4.9785805410069655,1467,g+r,15.2781916,14.51904155,1467,0.5315145,0.5315078922067124,gaia_dr3_pf
chen_f486_ZTFJ182802.45+054037.9,ftp_mb,science,RRab,RRab,False,chen,0.5315145,1.8814162172433677,True,1.881429816913688,0.5315106580166821,exact,True,1.3599670320330048e-05,0.03743465210754465,7.228421970475066e-06,2752.614675635472,7.265329845975008e-05,4.9785805410069655,1467,g+r,15.2781916,14.51904155,1467,0.5315145,0.5315078922067124,gaia_dr3_pf
chen_f486_ZTFJ183020.78+041109.5,gls_1band,science,RRc,RRc,False,chen,0.2554271,3.9150113672355045,True,3.9149956408020925,0.2554281260438704,exact,True,1.5726433411966667e-05,0.04328881231792406,4.0169572797617515e-06,2752.614733674098,7.265329845975008e-05,5.000336527890437,1010,r,15.1227779,14.392745949999998,1485,0.2554271,0.2554265723554241,gaia_dr3_p1_o
chen_f486_ZTFJ183020.78+041109.5,ftp_1band,science,RRc,RRc,False,chen,0.2554271,3.9150113672355045,True,3.9149956408020925,0.2554281260438704,exact,True,1.5726433411966667e-05,0.04328881231792406,4.0169572797617515e-06,2752.614733674098,7.265329845975008e-05,5.000336527890437,1010,r,15.1227779,14.392745949999998,1485,0.2554271,0.2554265723554241,gaia_dr3_p1_o
chen_f486_ZTFJ183020.78+041109.5,mbls_h1,science,RRc,RRc,False,chen,0.2554271,3.9150113672355045,True,3.9149956408020925,0.2554281260438704,exact,True,1.5726433411966667e-05,0.04328881231792406,4.0169572797617515e-06,2752.614733674098,7.265329845975008e-05,4.978580408709142,1485,g+r,15.1227779,14.392745949999998,1485,0.2554271,0.2554265723554241,gaia_dr3_p1_o
chen_f486_ZTFJ183020.78+041109.5,mhls_h8,science,RRc,RRc,False,chen,0.2554271,3.9150113672355045,True,3.9149956408020925,0.2554281260438704,exact,True,1.5726433411966667e-05,0.04328881231792406,4.0169572797617515e-06,2752.614733674098,7.265329845975008e-05,4.978580408709142,1485,g+r,15.1227779,14.392745949999998,1485,0.2554271,0.2554265723554241,gaia_dr3_p1_o
chen_f486_ZTFJ183020.78+041109.5,ce,science,RRc,RRc,False,chen,0.2554271,3.9150113672355045,True,3.9149956408020925,0.2554281260438704,exact,True,1.5726433411966667e-05,0.04328881231792406,4.0169572797617515e-06,2752.614733674098,7.265329845975008e-05,4.978580408709142,1485,g+r,15.1227779,14.392745949999998,1485,0.2554271,0.2554265723554241,gaia_dr3_p1_o
chen_f486_ZTFJ183020.78+041109.5,ftp_mb,science,RRc,RRc,False,chen,0.2554271,3.9150113672355045,True,3.9149956408020925,0.2554281260438704,exact,True,1.5726433411966667e-05,0.04328881231792406,4.0169572797617515e-06,2752.614733674098,7.265329845975008e-05,4.978580408709142,1485,g+r,15.1227779,14.392745949999998,1485,0.2554271,0.2554265723554241,gaia_dr3_p1_o
gaia_f486_4276113046713707904,gls_1band,control_antijoin,RRab,RRab,False,gaia,0.5091168863349941,1.9641854883242067,True,1.964896884598508,0.5089325591782046,miss,False,0.0007113962743012792,1.9454133966986913,0.00036218385612258263,2734.6409687194973,7.313149041977475e-05,5.000290771772825,1017,r,16.415452950000002,15.8219328,1473,nan,0.5091168863349941,gaia_dr3_pf
gaia_f486_4276113046713707904,ftp_1band,control_antijoin,RRab,RRab,False,gaia,0.5091168863349941,1.9641854883242067,True,1.9648237531080883,0.5089515018424089,miss,False,0.0006382647838816258,1.7454250268935898,0.0003249513794270912,2734.6409687194973,7.313149041977475e-05,5.000290771772825,1017,r,16.415452950000002,15.8219328,1473,nan,0.5091168863349941,gaia_dr3_pf
gaia_f486_4276113046713707904,mbls_h1,control_antijoin,RRab,RRab,False,gaia,0.5091168863349941,1.9641854883242067,True,1.9648237531080883,0.5089515018424089,miss,False,0.0006382647838816258,1.7454250268935898,0.0003249513794270912,2734.6409687194973,7.313149041977475e-05,4.978354375037986,1473,g+r,16.415452950000002,15.8219328,1473,nan,0.5091168863349941,gaia_dr3_pf
gaia_f486_4276113046713707904,mhls_h8,control_antijoin,RRab,RRab,False,gaia,0.5091168863349941,1.9641854883242067,True,1.964896884598508,0.5089325591782046,miss,False,0.0007113962743012792,1.9454133966986913,0.00036218385612258263,2734.6409687194973,7.313149041977475e-05,4.978354375037986,1473,g+r,16.415452950000002,15.8219328,1473,nan,0.5091168863349941,gaia_dr3_pf
gaia_f486_4276113046713707904,ce,control_antijoin,RRab,RRab,False,gaia,0.5091168863349941,1.9641854883242067,True,1.9648237531080883,0.5089515018424089,miss,False,0.0006382647838816258,1.7454250268935898,0.0003249513794270912,2734.6409687194973,7.313149041977475e-05,4.978354375037986,1473,g+r,16.415452950000002,15.8219328,1473,nan,0.5091168863349941,gaia_dr3_pf
gaia_f486_4276113046713707904,ftp_mb,control_antijoin,RRab,RRab,False,gaia,0.5091168863349941,1.9641854883242067,True,1.9648237531080883,0.5089515018424089,miss,False,0.0006382647838816258,1.7454250268935898,0.0003249513794270912,2734.6409687194973,7.313149041977475e-05,4.978354375037986,1473,g+r,16.415452950000002,15.8219328,1473,nan,0.5091168863349941,gaia_dr3_pf
gaia_f486_4276158298490514816,gls_1band,control_antijoin,RRab,RRab,False,gaia,0.4913275944435673,2.0353019274899644,True,2.0352723766672023,0.4913347281986499,exact,True,2.9550822762125506e-05,0.07355353753055703,1.4519134661543338e-05,2489.0521026314236,8.034709946970914e-05,5.000297095766738,75,r,16.22762775,15.8792067,119,nan,0.4913275944435673,gaia_dr3_pf
gaia_f486_4276158298490514816,ftp_1band,control_antijoin,RRab,RRab,False,gaia,0.4913275944435673,2.0353019274899644,True,2.0352723766672023,0.4913347281986499,exact,True,2.9550822762125506e-05,0.07355353753055703,1.4519134661543338e-05,2489.0521026314236,8.034709946970914e-05,5.000297095766738,75,r,16.22762775,15.8792067,119,nan,0.4913275944435673,gaia_dr3_pf
gaia_f486_4276158298490514816,mbls_h1,control_antijoin,RRab,RRab,False,gaia,0.4913275944435673,2.0353019274899644,True,2.0352558139534884,0.4913387266328443,exact,True,4.6113536475989036e-05,0.09914399410389409,2.2656852948033388e-05,2149.997629340738,9.302325581395348e-05,4.298187291736324,119,g+r,16.22762775,15.8792067,119,nan,0.4913275944435673,gaia_dr3_pf
gaia_f486_4276158298490514816,mhls_h8,control_antijoin,RRab,RRab,False,gaia,0.4913275944435673,2.0353019274899644,True,2.0352558139534884,0.4913387266328443,exact,True,4.6113536475989036e-05,0.09914399410389409,2.2656852948033388e-05,2149.997629340738,9.302325581395348e-05,4.298187291736324,119,g+r,16.22762775,15.8792067,119,nan,0.4913275944435673,gaia_dr3_pf
gaia_f486_4276158298490514816,ce,control_antijoin,RRab,RRab,False,gaia,0.4913275944435673,2.0353019274899644,True,2.0352558139534884,0.4913387266328443,exact,True,4.6113536475989036e-05,0.09914399410389409,2.2656852948033388e-05,2149.997629340738,9.302325581395348e-05,4.298187291736324,119,g+r,16.22762775,15.8792067,119,nan,0.4913275944435673,gaia_dr3_pf
gaia_f486_4276158298490514816,ftp_mb,control_antijoin,RRab,RRab,False,gaia,0.4913275944435673,2.0353019274899644,True,2.0352558139534884,0.4913387266328443,exact,True,4.6113536475989036e-05,0.09914399410389409,2.2656852948033388e-05,2149.997629340738,9.302325581395348e-05,4.298187291736324,119,g+r,16.22762775,15.8792067,119,nan,0.4913275944435673,gaia_dr3_pf
gaia_f486_4470511478511585792,gls_1band,control_antijoin,RRab,RRab,False,gaia,0.5981311715287205,1.6718740764574629,True,1.6718590024864706,0.5981365644547483,exact,True,1.5073970992318664e-05,0.04122190394146698,9.016211929225513e-06,2734.6413206229918,7.313149041977475e-05,5.000290128317399,623,r,16.2482491,15.7983494,1022,nan,0.5981311715287205,gaia_dr3_pf
gaia_f486_4470511478511585792,ftp_1band,control_antijoin,RRab,RRab,False,gaia,0.5981311715287205,1.6718740764574629,True,1.6719321339768904,0.5981104015396729,exact,True,5.805751942755677e-05,0.15876649159946885,3.472601211125599e-05,2734.6413206229918,7.313149041977475e-05,5.000290128317399,623,r,16.2482491,15.7983494,1022,nan,0.5981311715287205,gaia_dr3_pf
